name,smiles,count
D-Alanyl-D-alanine,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,11.0
N-Acetyl-D-glucosamine 1-phosphate,CC(=O)N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,19.0
(S)-2-Acetolactate,CC(=O)[C@](C)(O)C(=O)O,9.0
N-Acetyl-D-glucosamine 6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,19.0
Calcium,[Ca+2],1.0
D-Allose 6-phosphate,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],16.0
D-Allose,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,12.0
N-Acetyl-D-glucosamine,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,15.0
CAMP C10H11N5O6P,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,22.0
Allantoin,NC(=O)NC1NC(=O)NC1=O,11.0
N-Carbamoyl-L-aspartate,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],12.0
6-Acetyl-D-glucose,CC(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,15.0
Allantoate,NC(=O)NC(NC(N)=O)C(=O)O,12.0
N-Acetyl-L-glutamate,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,13.0
Allulose 6-phosphate,O=C(CO)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,16.0
N-Acetyl-D-mannosamine,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,15.0
D-Altronate,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,13.0
S-Adenosyl-L-methionine,C[S@@+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,27.0
S-Adenosylmethioninamine,C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,24.0
N-Acetyl-D-mannosamine 6-phosphate,CC(=O)N[C@@H]1[C@@H](O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,19.0
Cob(I)alamin,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-4]753[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,91.0
S-Adenosyl-4-methylthio-2-oxobutanoate,C[S+](CCC(=O)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,27.0
N-acetylmuramate 6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,24.0
AMP C10H12N5O7P,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,23.0
N-Acetylmuramate,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,20.0
Carbamoyl phosphate,NC(=O)OP(=O)([O-])[O-],8.0
Cadmium,[Cd+2],1.0
N-Acetylneuraminate,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,21.0
CDP C9H12N3O11P2,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,25.0
"CDP-1,2-dihexadec-9-enoylglycerol",CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCC=CCCCCCC,64.0
Cis-Aconitate,O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],12.0
Trans-Aconitate,O=C([O-])C=C(CC(=O)[O-])C(=O)[O-],12.0
"CDP-1,2-dioctadec-11-enoylglycerol",CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCC=CCCCCCC,68.0
E-3-carboxy-2-pentenedioate 6-methyl ester,COC(=O)/C(=C/C(=O)[O-])CC(=O)[O-],13.0
"CDP-1,2-dioctadecanoylglycerol",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,68.0
N2-Acetyl-L-ornithine,CC(=O)N[C@@H](CCCN)C(=O)O,12.0
"CDP-1,2-ditetradec-7-enoylglycerol",CCCCCCC=CCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCC=CCCCCCC,60.0
Anthranilate,Nc1ccccc1C(=O)O,10.0
O-Acetyl-L-serine,CC(=O)OC[C@H]([NH3+])C(=O)[O-],10.0
"P1,P4-Bis(5'-adenosyl) tetraphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,53.0
"P1,P5-Bis(5'-adenosyl) pentaphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,57.0
"CDP-1,2-ditetradecanoylglycerol",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCC,60.0
"Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol",O=C([O-])CCC1=CC=C[C@@H](O)[C@H]1O,13.0
Acetoacetyl-ACP,*SC(=O)CC(C)=O,7.0
"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",O=C(O)/C=C/C1=CC=C[C@H](O)[C@@H]1O,13.0
Acetyl phosphate,CC(=O)OP(=O)([O-])O,8.0
Cys Gly C5H10N2O3S,[NH3+][C@@H](CS)C(=O)NCC(=O)[O-],11.0
Adenine,Nc1ncnc2[nH]cnc12,10.0
Choline C5H14NO,C[N+](C)(C)CCO,7.0
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,19.0
Chorismate,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O,16.0
Trans-Cinnamate,O=C([O-])C=Cc1ccccc1,11.0
Adenosine 5'-phosphosulfate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,27.0
D-Arabinose 5-phosphate,O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],14.0
L-Arabinose,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,10.0
Citrate,O=C(O)CC(O)(CC(=O)O)C(=O)[O-],13.0
L-Citrulline,NC(=O)NCCCC(N)C(=O)O,12.0
Adenosyl cobinamide phosphate,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O)[C@]6(C)[N+](=C1[C@@H](CCC(N)=O)[C@]6(C)CC(N)=O)[Co-2]753C[C@H]1O[C@@H](n3cnc5c(N)ncnc53)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,90.0
Arbutin 6-phosphate,O=P(O)(O)OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,23.0
CMP-3-deoxy-D-manno-octulosonate,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,36.0
Chloride,Cl,1.0
Aerobactin,CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)N[C@@H](CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O,39.0
ADP C10H12N5O10P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,27.0
ADPglucose C16H23N5O15P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,38.0
"Cardiolipin (tetratetradecanoyl, n-C14:0)",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,84.0
"Cardiolipin (tetrahexadecanoyl, n-C16:0)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,92.0
L-Arginine,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)O,12.0
ADP-D-glycero-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,40.0
"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)",CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,92.0
ADP-L-glycero-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,40.0
ADPribose C15H21N5O14P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,36.0
N(omega)-(L-Arginino)succinate,[NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-],20.0
"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,100.0
CMP C9H12N3O8P,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1,21.0
L-ascorbate-6-phosphate,O=C1O[C@H]([C@@H](O)COP(=O)([O-])[O-])C([O-])=C1O,16.0
L-Ascorbate,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,12.0
CO2 CO2,O=C=O,3.0
Coprogen,CC(=O)N[C@@H](CCCN([O-])C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N([O-])CCC[C@@H]1NC(=O)[C@H](CCCN([O-])C(=O)/C=C(\C)CCO)NC1=O.[Fe+3],55.0
L-Asparagine,NC(=O)CC(N)C(=O)O,9.0
Coenzyme A,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,48.0
Co2+,[Co+2],1.0
Coproporphyrinogen III,Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,48.0
Arsenite,O[As](O)O,4.0
D-carnitinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C[N+](C)(C)C,58.0
D-Carnitine,C[N+](C)(C)C[C@@H](O)CC(=O)O,11.0
Arsenate,O=[As]([O-])(O)O,5.0
L-Carnitine,C[N+](C)(C)C[C@H](O)CC(=O)[O-],11.0
L-Carnitinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,58.0
Cytosine,Nc1cc[nH]c(=O)n1,8.0
Crotonobetaine,C[N+](C)(C)CC=CC(=O)O,10.0
"3-(2,3-Dihydroxyphenyl)propanoate",O=C([O-])CCc1cccc(O)c1O,13.0
Dihydropteroate,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)[O-])cc1)CN2,23.0
Crotonobetainyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C[N+](C)(C)C,57.0
"4,5-dihydroxy-2,3-pentanedione",CC(=O)C(=O)[C@@H](O)CO,9.0
Iron (Fe3+),[Fe+3],1.0
DIDP; 2'-deoxyinosine-5'-diphosphate(3-),O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,26.0
CTP C9H12N3O14P3,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1,29.0
Copper,[Cu+2],1.0
DIMP C10H12N4O7P,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,22.0
Deoxyinosine,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,18.0
Cu+,[Cu+],1.0
Hydrogen cyanide,C#N,2.0
Fe(III)hydroxamate,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,30.0
DITP(4-),C#N,2.0
"2,3-diketo-5-methylthio-1-phosphopentane",N=C=O,3.0
Cyanate,N=C=O,3.0
"5,6-Dimethylbenzimidazole",CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],14.0
"6,7-Dimethyl-8-(1-D-ribityl)lumazine",CC1=[O+][Fe-3]2345ON1CCC[C@@H]1NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](CCCN(O4)C(C)=[O+]5)NC1=O,49.0
Dimethylallyl diphosphate,CSC,3.0
Ferrichrome,CSC,3.0
Dimethyl sulfide,CC1=[O+][Fe-3]2345ON1CCC[C@@H]1NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](CCCN(O4)C(C)=[O+]5)NC1=O,49.0
D-Cysteine,N[C@H](C[S-])C(=O)[O-],7.0
Dimethyl sulfoxide,CS(C)=O,4.0
Fe-enterobactin,NC(C[S-])C(=O)[O-],7.0
L-Cysteine,NC(C[S-])C(=O)[O-],7.0
Deamino-NAD+,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O,14.0
Dopamine,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,44.0
L-Cystathionine,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2,40.0
Dephospho-CoA,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2,40.0
Generic ferrioxamine-Fe-III,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,17.0
Cytidine,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2,40.0
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,18.0
Deoxyadenosine,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,18.0
5'-Deoxyadenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,26.0
FMN C17H19N4O9P,C[C@@]1(CC(=O)[O-])/C2=C/c3[nH]c(c(CCC(=O)[O-])c3CC(=O)[O-])Cc3[nH]c(c(CC(=O)[O-])c3CCC(=O)[O-])/C=C3\[NH2+]/C(=C\C(=N2)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]3CCC(=O)[O-],62.0
Reduced FMN,O=CO,3.0
DADP C10H12N5O9P2,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,22.0
Dihydrosirohydrochlorin,O=CO,3.0
Formate,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O,15.0
DAMP C10H12N5O6P,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,22.0
Dethiobiotin,O=CO,3.0
"DTDP-4-acetamido-4,6-dideoxy-D-galactose",N=C(CNC=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,20.0
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,35.0
"DTDP-4-amino-4,6-dideoxy-D-galactose",NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O,24.0
"7,8-Diaminononanoate",Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1,30.0
DTDP-4-dehydro-6-deoxy-D-glucose,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,24.0
5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,35.0
DATP C10H12N5O12P3,CC(=O)C(O)COP(=O)(O)O,11.0
Farnesyl diphosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,25.0
DTDP-4-dehydro-6-deoxy-L-mannose,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,59.0
"3,4-dihydroxy-2-butanone 4-phosphate",Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,36.0
DTDP C10H13N2O11P2,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12.0
Trans-Dec-2-enoyl-CoA,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12.0
DTDPglucose,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,12.0
D-Fructose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,35.0
DTDP-L-rhamnose,N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O,21.0
DTMP C10H13N2O8P,N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O,21.0
Fructoselysine,N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O,21.0
DTTP C10H13N2O14P3,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,13.0
DUDP C9H11N2O11P2,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,13.0
DUMP C9H11N2O8P,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,13.0
D-Fructuronate,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,20.0
"N6-(1,2-Dicarboxyethyl)-AMP",C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,11.0
Deoxyuridine,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,11.0
L-Fucose,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,16.0
DCDP C9H12N3O10P2,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,20.0
DCMP C9H12N3O7P,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,20.0
Fumarate,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],13.0
DUTP C9H11N2O14P3,CC(=O)[C@@H](O)[C@H](O)CO,9.0
1-deoxy-D-xylulose 5-phosphate,O=C([O-])C=CC(=O)[O-],8.0
1-deoxy-D-xylulose,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1,28.0
DCTP C9H12N3O13P3,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,16.0
D-Glucose 1-phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,16.0
D-Erythrose 4-phosphate,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,16.0
Deoxycytidine,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,16.0
Glyceraldehyde 3-phosphate,CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],61.0
Sn-Glycero-3-phosphocholine,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,16.0
Trans-Dodec-2-enoyl-CoA,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]cn1,15.0
D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)OP(=O)(O)OCCN)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,160.0
Sn-Glycero-3-phosphoethanolamine,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)OP(=O)(O)OCCN)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,160.0
Phosphoethanolamine KDO(2)-lipid (A),[NH3+]CCOP(=O)([O-])OC[C@@H](O)CO,13.0
Enterochelin,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC1=O)c1cccc([O-])c1[O-],48.0
Glycerophosphoglycerol,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC1=O)c1cccc([O-])c1[O-],48.0
Dodecanoyl-CoA (n-C12:0CoA),O=P([O-])(OCC(O)CO)OCC(O)CO,15.0
Ethanolamine,O=P([O-])(OC[C@H](O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,21.0
DGDP C10H12N5O10P2,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,23.0
Sn-Glycero-3-phospho-1-inositol,[NH3+]CCO,4.0
DGMP C10H12N5O7P,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,23.0
Ethanesulfonate,[NH3+][C@@H](COP(=O)([O-])OC[C@H](O)CO)C(=O)[O-],16.0
Glycerophosphoserine,CCS(=O)(=O)[O-],6.0
Deoxyguanosine,[NH3+][C@@H](COP(=O)([O-])OC[C@H](O)CO)C(=O)[O-],16.0
Ethanol,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,19.0
D-Glucose 6-phosphate,CCO,3.0
DGTP C10H12N5O13P3,O=C(CO)CO,6.0
D-Fructose 1-phosphate,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,16.0
Dihydroxyacetone,O=C(CO)CO,6.0
D-Fructose 6-phosphate,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,16.0
