,0
PLDAGAT_PALM_PALM_LNA_PC_2_c,0.95787
NFDOHtep,0.5728766
DASYN_LLA,0.94455075
HC02195c,0.95346457
PLDPE_DHA_PALM_c,0.9565941
CYS,0.9581345
DALADALAD,0.9509088
OA60LST,0.9052341
RHAP80tex,0.70907015
THEXCOA,0.9476537
FBACS,0.9241025
ORETNF2,0.94911677
AGPATCOA_OLE_MYRS_c,0.9565207
VALt4,0.95831287
PLA2PC_EPA_MYRS_c,0.95694196
ACSERHS,0.9547514
MM1_c,0.9222184
PLA2PC_DHA_ARA_c,0.9579216
DOGULNO2,0.9249132
AP4AH1,0.9524019
FLAVO3,0.95356745
UAGDP2,0.8741103
r1547,0.95825475
HMR_2264,0.9303157
2AACLPPEAT161,0.94130206
CYSt4,0.95831287
r1886,0.9582637
DCTPD2,0.9580446
PHTHCLS,0.9527583
PLDAGAT_LNA_EPA_ARA_PE_11_c,0.95770085
HYOCHOLt2,0.9526486
PLDAGAT_HDE_HDE_GLNA_PC_8_c,0.95780027
MCBTFUexs,0.91454875
MHUD1,0.92292607
PRISTte,0.91727614
CDS_16_0_16_0,0.9477661
DAGAH_DHA_EPA_c,0.9577343
RAFFabc,0.950162
ALDD21,0.9081037
GLUTARtex,0.93016887
CYTK10,0.95738125
PCD12DS_LNA_MYRS_sn1_c,0.9557977
FECRMUtex,0.92900246
APG3PAT180,0.9561829
PLDAGAT_MYRS_EPA_ARA_PC_4_c,0.957772
ALCD22yi,0.9499069
PLDAGAT_MYRS_EPA_MYRS_PE_11_c,0.9567932
HEMEOS_1,0.9507887
OA45LL,0.91857946
DUTCP,0.9565209
TETDECA511ACc,0.9398695
r1750,0.9582308
OMPHHX3,0.9523449
PY5CCR2,0.95733416
PLDAGAT_HDE_MYRS_PALM_PE_15_c,0.9579237
OA57PL,0.93384945
PLA2PE_PALM_ARA_c,0.957897
THZPSN2_SC,0.95521486
URAt2,0.94422543
RNAS_LLA,0.94598395
GLCt4_2,0.957669
THRASNTYRr,0.9418498
GLCMAN4,0.94997245
DILIP,0.90038127
AMPEP2,0.9484361
PGSA183_9_12_15,0.92844003
APOC_LYS_BTNP,0.92884135
HMR_2265,0.9210401
PECGCHLe,0.90509814
CHORt2,0.93166953
MAOX,0.9560688
r0466,0.95665115
10FTHFGLULL,0.9351066
7OHOCTAc,0.92790055
PLDAGAT_HDE_MYRS_GLNA_PC_8_c,0.9578524
LPCAT_HDE_OLE_sn2_c,0.95744485
OA44PL,0.9409728
PRUK,0.9542075
RBFSb_1,0.93858886
HMR_0770,0.94552225
HACD20i,0.93547165
TYRTAi,0.9576018
HMR_6844,0.9332744
r0648,0.90672696
AGRMte,0.7921808
4M3G3P,0.9190061
AM4NC9CSteb,0.9364451
DACL,0.9385602
ACN23ACNGALGBSIDEte,0.13490026
LPCAT_OLE_PALM_sn2_c,0.95809615
PLDAGAT_MYRS_EPA_LNA_PC_8_c,0.9579132
11DOCRTSTRNte,0.92742693
NTP9,0.9576197
PEPHL,0.93352944
DOPH,0.9353674
FEROXGFEabcpp,0.9399388
TAGAH_HDE_EPA_EPA_c,0.95807034
COPROSTt,0.9488186
ETHAPT_LNA_ALNA_c,0.95347214
AHSERL3,0.9514527
HISARGCYSr,0.94341886
ETOHt3,0.9520931
OA59LST,0.90605426
PGPPT_cho,0.9405936
PLDPE_MYRS_MYRS_c,0.9547857
RHACOAR90,0.95124906
4HATVACIDhc,0.95299166
CYTK12,0.957011
PLDAGAT_PALM_EPA_DHA_PC_8_c,0.95768857
HMR_2376,0.9285693
NO2t2r,0.95374763
PLDAGAT_MYRS_EPA_ARA_PC_2_c,0.9577869
XANt3,0.93212473
EDTXSB1,0.9481062
PAPA_PALM_HDE_c,0.9572567
r1773,0.9582312
PCSsec,0.61884284
PROSTGE2t,0.9569574
FECRMR2,0.95293105
RE1806C,0.9519579
HMR_9176,0.90285325
NADHDH,0.9558091
RHACOAE120,0.9528954
r2256,0.9566065
THCHOLSTOICt,0.9472093
ALPATG180pp,0.676656
3OXOADPt_pp,0.77801824
r1614,0.9582583
HISTRPHISr,0.9433489
HMR_1565,0.9563458
PLIPA2G180pp,0.92714155
DTYRtex,0.71206534
HDR3,0.9474476
r0366,0.9478153
MALCOAM,0.94894665
ACtr,0.95795214
PUACGAMtr,0.73221195
MCD,0.9582291
PLDAGAT_HDE_EPA_HDE_PE_9_c,0.9579068
RAI3,0.95631254
r2239,0.9546275
NFORGLUAH,0.95690113
OA16PL,0.9334319
CE7082ATP,0.92991406
LLEUDr,0.9575716
3HAACOAT140,0.9550042
MTCMMT,0.9476596
AMPEP12,0.94704676
r1610,0.95825815
CDS_16_0_18_2,0.947658
PLDAGAT_LNA_EPA_ARA_PE_14_c,0.9576275
SUCRabcpp_syn,0.94626915
LPEAT_DHA_EPA_sn2_c,0.957801
RE2140C,0.82091206
MGDGE180,0.93426746
PEAtabcpp,0.9376828
PLA2PC_HDE_ARA_c,0.9579236
r2306,0.9555464
LPCAT_HDE_STC_sn2_c,0.9560958
GTHOXti,0.953804
DM1PE_2,0.9457381
PROTEIN_BS,0.9557051
ACOADAGAT_EPA_EPA_HDTTE_c,0.9480679
DOLPMT1,0.9212812
OA52PL,0.93594193
ARTFR51,0.94910645
ASNTYRTHRt,0.84707445
KYN3OX,0.95453084
FRDO4r,0.9542377
LCAT31e,0.9527027
DAGK1601819Z,0.9576698
6M3HHL,0.92000085
NTPP8_1,0.95801914
DAGK_LNA_EPA_c,0.95680743
ECOAH21,0.93712986
PLDAGAT_PALM_EPA_LNA_PC_7_c,0.9578908
PLDAGAT_HDE_ARA_ARA_PE_14_c,0.9576404
CRO4Ry,0.9482492
OTSB1,0.9253629
LPEAT_OLE_MYRS_sn2_c,0.95682126
LEUTRPr,0.9419071
r2447,0.95377016
LANOSTESTH_SCe,0.8895908
PLDAGAT_DHA_EPA_ARA_PC_8_c,0.9576753
DGGGPS,0.93352014
LPS2_18_2_20_4,0.9539281
HMR_0246,0.95176715
HMR_9805,0.95730543
DAGK_STC_ARA_c,0.9540391
HMR_9582,0.8983047
PLDAGAT_PALM_HDE_GLNA_PC_5_c,0.9578358
PSSA1_hs_18_1_20_4,0.93578094
r2357,0.9553723
LPASE_16_0,0.956672
KGLACPR,0.93122005
RE3308C,0.90836036
C04805ATP,0.9449885
PLA2PC_PALM_GLNA_c,0.95798916
r0431_1,0.9522293
NH4t,0.95787877
HMR_0795,0.95527536
MGDGGH_MYRS_PALM_c,0.95693827
MI1Pt,0.9152396
SPHMYLN18114_hs_SECt,0.9324837
DAGAH_PALM_PALM_c,0.9580176
GT1Ate_cho,0.0667139
CMCBTFabcpp,0.9433686
r2129,0.95683753
4H2KPILY,0.9436269
MOAT_1,0.91734767
OA63LL,0.9032208
CERH124,0.9553897
DCYTt,0.9519828
HMR_2537,0.94102716
ACGLUtd,0.7347515
PCD5DS_HDE_ARA_sn2_c,0.9552027
FACOAL50t2pp,0.934685
PLDAGAT_HDE_EPA_HDE_PE_12_c,0.95790756
FAS100,0.95565635
PSSA2_hs_16_0_18_1,0.9306891
r2485,0.95735145
DTPH,0.95662314
MELIB_Et,0.94729906
DOPABMO_1,0.9566287
PLDAGAT_PALM_EPA_GLNA_PE_9_c,0.95782614
13BGH,0.9494138
PLIPA2E140pp,0.917082
PLA2PC_STC_STA_c,0.95503837
ACOADAGAT18111Z18111Z160,0.95590746
MSALEST,0.9320885
AVITE1t,0.94158375
PLDAGAT_PALM_PALM_LNA_PE_13_c,0.95778626
PLDPC_EPA_DHA_c,0.9568096
DOPAOQCYS,0.93167967
TRIODTHYt2,0.9566162
DGTSDS1829Z12Z1845Z9Z12Z15Z2,0.95058304
PYNP1_1,0.9553322
SPHMYLN181181_hs_ATPt,0.93195313
PPAP_16_0_18_4,0.95436287
HMR_0261,0.9549951
DHQS2,0.92106915
L2AADPtr,0.8085706
FASC182ACP,0.95166713
ETHAPT_EPA_ALNA_c,0.9540862
EDTXSF140,0.9398772
TMDOATtev,0.9503177
IND3ACt,0.94938487
ACPS1,0.95590395
PAPA_OLE_HDE,0.95736915
r1583,0.95828223
12MGDG161,0.94564
ATPH1e,0.9530402
HBCE,0.95168656
PLDAGAT_EPA_EPA_GLNA_PE_10_c,0.9578101
HMR_0288,0.95089483
FAOXC4C4DCc,0.9306489
3DHLCAt2,0.9512765
3DHCHOLt2,0.9501703
DOGULND1,0.908475
QOR1,0.9139665
PCD5DS_EPA_ARA_sn2_c,0.9548114
SULRSI,0.9471064
O16GALFT,0.92672896
OA21PL,0.93421024
PI4P5K_16_0_18_2,0.9518854
VALVALt,0.8894676
SERtN1,0.95826566
RE1860E,0.86978984
MHISTAte,0.9235511
SLTAS,0.5574023
RE3519C,0.849716
G16MT,0.9334265
AMPDA2,0.91046345
2OBUTt2ipp,0.9415722
HSAE,0.932028
RE3124C,0.9471518
SULR_syn_1,0.95776653
LCAT14e,0.95190614
6HMSMVACIDhep,0.84921634
ACLSb_1,0.9511421
HMR_1940,0.94924843
PVSGLUCteb,0.9006425
LNLCCRNtd,0.9343918
GLGNS1,0.9232884
OCDOR,0.95167536
QUERT,0.936354
DHNPA,0.95426446
HMR_1944,0.956264
MYCOE,0.9287924
r2022,0.9582469
r2262,0.9559481
r2157,0.95649093
MB2CFO,0.95102507
RNTR1c2,0.95695806
POR_syn,0.9579842
r2261,0.9559458
PROGLULYSr,0.9501216
r1594,0.95824796
GPAM_LM,0.9265788
CYTDt4,0.95655024
10MTDAO,0.92692024
EPGALURSe,0.85672206
MALt4,0.9574813
ACOADAGAT_HDE_EPA_OLE_c,0.9579893
ORETNF,0.95125437
OA45PVL,0.93754953
RE1062C,0.061383422
HMR_1948,0.95023555
LPEAT_EPA_ALNA_sn2_c,0.9563065
PCW3DS_DHA_ETA_sn2_c,0.95223635
CE5072te,0.91099614
HEX7_1,0.95744777
TNTR2x,0.8370865
ACOADAGAT1801819Z18111Z,0.9556731
MLTHFte,0.9552825
ADRNLtu,0.9520854
15DMTtu,0.9226884
r2064,0.95824695
CYTBDpp_1,0.95238554
PLDAGAT_OLE_HDE_HDE_PE_12_c,0.9578194
LPCH140_sn1_c,0.9580333
HMR_0305,0.9511523
HMPK4,0.95644784
CE2705t,0.698325
HMR_0370,0.95182556
PESTE_HSABCt,0.9363125
AIRSK,0.9362289
HBUHL1,0.9306665
MANTTRabc,0.8993428
FEROXEtex,0.5434486
C09642te,0.7805665
PLDAGAT_PALM_EPA_LNA_PC_3_c,0.9578917
RMNabc,0.94203955
GOFUCR,0.9448139
3CMPt6,0.89720756
CDPDAGS_HDE_EPA_c,0.9479312
DPHEt2rpp,0.9086156
PLDPE_MYRS_DHA_c,0.95620066
HMR_2365,0.95226026
5FTHFt2_1,0.95288706
LPCAT_STC_PALM_sn2_c,0.9580447
BZALDH,0.94964445
DHSQSYN,0.85436416
MACOXO,0.9167428
PI4P3K_18_0_20_4,0.9457893
HAS1,0.9472681
RE1933C,0.92677504
BPNT_1,0.9580943
AGPAT190,0.9317815
RE2513E,0.94462264
LPEAT_DHA_PALM_sn2_c,0.9580571
NADTRHD2,0.95833063
NDP4,0.95587176
r1520,0.9540615
AGMDA,0.95131165
DESFVSteb,0.8671053
USHD2,0.9386998
MAGAH2055Z8Z11Z14Z17Z_c,0.9575281
5HPETATP,0.946016
ETHAPT_DHA_MYRS_c,0.95514363
ACOADAGAT18111Z1819Z180,0.9511991
MERGTROLR,0.94172376
NFDLACtep,0.57253283
HMR_1550,0.940566
PED5DS18111Z1835Z9Z12Z,0.9544091
FAS140ACP,0.9571564
PLDAGAT_EPA_EPA_LNA_PC_5_c,0.95796156
ATVLACThc,0.9503922
ARGDr,0.9582493
PEt_cho,0.9385738
ALPATE180pp,0.7316354
DOCTETETH,0.88522416
PNPA3,0.5660401
PC6AR,0.9501478
PSSA1_hs_16_0_18_1,0.9376997
r2343,0.95672286
DSERt2,0.95385116
r2062,0.9582239
RNADRr,0.7450405
PIP3K_HDE_PALM_c,0.9461221
LA4NTpp,0.94206285
LAAL12,0.9417467
PLDAGAT_MYRS_EPA_EPA_PE_10_c,0.957737
C05953t,0.95546174
RE3474C,0.9311277
PLA2PA_EPA_ALNA_c,0.95608896
AKR1C41,0.9510717
ALOX12R,0.8961398
DCASULT,0.95208937
IMP,0.8607568
EPISTAT_SC,0.9505785
UDPGLUNAC2E,0.9444274
HMR_2284,0.9545527
GGH_7THFe,0.8424696
SIAASE,0.8354074
CEPTE_18_2_18_3,0.9519586
r1902,0.9582205
r2322,0.9551088
AHANDROSTANGLCte,0.8428706
GP1Cte,0.22704753
HISSNAT5tc,0.95826614
H3BT,0.9223282
r2162,0.9566631
LPCAT_MYRS_DGLA_sn2_c,0.9550739
DAGK_OLE_LNA_c,0.9534705
R5P2D,0.9525817
AGPATCOA_EPA_EPA_c,0.9572459
LPCH1819Z_sn1_c,0.958056
PLDAGAT_HDE_EPA_ARA_PC_1_c,0.95777726
PSSA2_hs_18_0_18_2,0.92844915
MUCCYCI,0.91241324
PLDAGAT_OLE_EPA_EPA_PC_6_c,0.9576688
DHRG2,0.95650446
COAt,0.94825715
HMR_0255,0.95367974
CUt2pp,0.9294154
RE0936E,0.6429859
r2056,0.95824355
PSYTDECHe,0.7271615
RE2522C,0.8376509
CD2abc2,0.95228565
ECOAH37,0.9307303
HC00319t1,0.9421598
LPTAB2,0.9440065
LRAT_cho,0.950366
CEPTC,0.95786726
HMR_1979,0.94606423
PHADPCP60,0.9436397
LIDOMO,0.92263776
SMVLAChep,0.95052636
ECOAH1_1,0.94602054
FERtex,0.53188735
PLDPE_LNA_DHA_c,0.95544887
KCCt,0.95778626
GF4GL_0,0.9381496
OIVD3,0.95702755
r1730,0.95824754
ACOADAGAT_HDE_HDE_GLNA_c,0.95799756
RE1537C,0.9520099
7MHS,0.93639994
DHAPtr,0.95109606
P4502C8,0.8821246
1AGPEAT18111Z1845Z9Z12Z15Z,0.95339197
FCOAHA,0.9389801
SO4CLtex2,0.9574506
PLDAGAT_HDE_PALM_LNA_PC_6_c,0.9578747
PROPROPROr,0.9394428
MEVK2,0.9546345
G12MT3_c,0.9254322
AGPATCOA1801819Z,0.9573193
PLDAGAT_PALM_EPA_DHA_PE_15_c,0.95760113
PLRXR2,0.9547989
4PHACTE,0.95596
PLDAGAT_HDE_MYRS_GLNA_PC_6_c,0.95781773
PIP3P_HDE_HDE_c,0.9439363
CA24Gte,0.9148724
OA53LL,0.9056095
TYRALAPHEr,0.94604784
HGENT,0.9245103
CSPMDDH,0.9503803
HEPK3_kt,0.9377778
RHACOAEP80,0.9518725
r2026,0.95823884
RE3521C,0.87182623
5HXKYNOXDA,0.8938101
3NTD2pp_1,0.65193975
3HOPCD,0.93018794
PYRt2rpp,0.9499397
NFDNPYtep,0.6820914
r2063,0.95825297
O16AT,0.93897706
DHPTt,0.9088975
PLDAGAT_HDE_ARA_PALM_PC_3_c,0.95792437
RE1635C,0.8673485
4OXPTCOADHy,0.9499777
PAPA_MYRS_OLE_c,0.95493376
ETOHt2rpp,0.9240474
ETHAPT_OLE_STC_c,0.95431066
IOR2,0.95616394
HISGLNALAr,0.94192976
GTHPe,0.95275664
PAPA141pp,0.93814373
HDCECRNtr,0.9312525
REPHACCOAT,0.7244929
HMR_9614,0.95775473
3A2OA,0.9569775
PLDAGAT1801819Z1819Z2,0.95607436
PS161abcpp,0.88264287
PCHOLN183_HSPLA2,0.95155984
PSQSYN,0.93811685
TMHAS5,0.8777782
r1829,0.9582697
PI4P3K_18_0_18_2,0.9432901
ASPHISPROt,0.8619315
PIP5P_LNA_EPA_c,0.9493432
CSNt,0.94387233
DAGK_STC_EPA_c,0.9551298
PEPCK_re,0.95748526
RE2908C,0.6885192
PROSTGE1t3,0.956461
FDH2,0.9572013
r2173,0.9560444
CDIPTr_16_0_18_2,0.9464218
r2014,0.95821476
13HPODEDH,0.9303354
HC02196c,0.953898
PLDAGAT_OLE_EPA_EPA_PC_4_c,0.95764595
PLDAGAT_HDE_MYRS_GLNA_PC_3_c,0.95785165
PLDAGAT_OLE_PALM_HDE_PC_4_c,0.957845
NH4t3r,0.95784694
PLDAGAT_HDE_HDE_LNA_PC_4_c,0.9578558
2AGPA181tipp,0.9224181
GAO2,0.9157865
OA30LL,0.91089404
THYPX,0.9515352
ACYSBMNt,0.56249785
PLDAGAT_EPA_EPA_PALM_PC_8_c,0.95795184
RHA80tpp,0.91308284
PLDAGAT_PALM_EPA_PALM_PE_15_c,0.95793086
NO3abc,0.95566916
LPS_1,0.8991469
MI14PP,0.95674247
GLDBRAN,0.9450811
D3CCR,0.9235096
FUC14GALACGLCGALGLUSIDEte,0.134544
PLDAGAT_PALM_EPA_GLNA_PE_13_c,0.95780474
GLCRD_1,0.9506139
LAAL7,0.93734133
CDS_16_0_18_0,0.9458351
4AABUTNt,0.7792387
HMR_0207,0.9494166
ACSPHAC120,0.95285004
FASm2802,0.9447614
NADFADOR,0.9580131
CDGGGS2,0.93902385
CHTNASE,0.9374287
ELAIDCRNtd,0.933725
GLYCLb,0.9300141
AH6PI,0.94234973
NDH1_2p,0.95578027
PLDAGAT_HDE_MYRS_LNA_PC_3_c,0.9578757
AICART2,0.9159598
AIRCrb,0.9447865
RE0944C,0.93051
r2358,0.95527285
LPEAT_LNA_ALNA_sn2_c,0.95598155
LEUATB0tc,0.9581196
RE0935E,0.929127
LPLIPAL2E160,0.9559079
LPS35TST,0.5695864
PLPSD1819Z1835Z9Z12Z,0.92007995
EPH,0.43274918
NT5C,0.9557307
r1670,0.9582163
PCD12DS_EPA_LNA_sn2_c,0.9573057
BHBt,0.9574974
TAGAH_EPA_EPA_HDTTE_c,0.9485524
r1661,0.9582375
GADktpp,0.9350608
CRNtHa,0.95629233
LPEAT_MYRS_ALNA_sn2_c,0.956165
r0283,0.9563553
r0940,0.8289656
PLDPC_STC_LNA_c,0.95552015
CKc,0.9530616
BLAT,0.92033994
DSAT_lignocoa,0.9456127
LPEAT_PALM_PALM_sn2_c,0.95805687
PLA2PE_HDE_LNA_c,0.9579508
HMR_0380,0.9502689
CBL1HBIabc,0.9008563
HMR_0875,0.9474351
PI45P5P_16_0_16_0,0.95475614
PLDAGAT_PALM_EPA_DHA_PC_6_c,0.9577027
AT_MBD2,0.9534933
r2315,0.9555046
CYSGLYex,0.9582626
CHOPT_PALM_PALM_c,0.9580118
r2250,0.9558516
PAFS,0.95120066
PROCYSr,0.9428095
DASYN183_9_12_15,0.9418079
PLA2PE_OLE_PALM_c,0.95809275
SUCR,0.9566637
ACPT_EPA_LNA_c,0.9234894
KDOCT2,0.95029837
HEXEACP,0.95358497
PLDAGAT_HDE_MYRS_HDE_PC_3_c,0.95789766
PHENONAtexi,0.6819626
CYP2,0.9366159
GMT1,0.9494532
CPGNR1,0.9525101
PLDAGAT16018111Z1601,0.95457083
CA2t,0.95742387
OA55LST,0.905409
Q10H2e,0.75920403
URCB,0.9351296
PLDAGAT_LNA_EPA_ARA_PE_9_c,0.9576947
MIPC224PLC_SC,0.94871366
STAS,0.9548893
THYOXt,0.955936
CERS326,0.9543622
AGLPET,0.9418628
LPEAT_EPA_LNA_sn2_c,0.9579389
PGSA_MRSA,0.9337493
HYDA1,0.95080656
LAAL35,0.9515678
METSR_S2,0.9163436
7DHCHSTEROLtd,0.9447812
HGPHT,0.94542366
RE2273C,0.64432204
DPHAPC120,0.9480228
LPEAT_LNA_HDE_sn2_c,0.95802045
AEPPYRTA,0.9448392
LYSOXp_1,0.9559397
FAD_18,0.92157924
araphe2,0.9572413
ENLIPAabctex,0.94535536
XYL3abc,0.91442025
GCA3Sabc,0.9427963
3AIBT2,0.95348454
PGPP160190,0.92269593
DBRC,0.95432156
HC00460te,0.8516735
PGP1819Z160t,0.92891926
VALtec,0.9583246
PLDAGAT_DHA_EPA_DHA_PC_2_c,0.95760006
RE3224C,0.95000815
ACOADAGAT16018111Z160,0.95587194
MG2abc,0.9522822
TRNARI,0.9088751
PROSTGE1t,0.95644236
LSTNM5tev,0.22785453
r1877,0.95826143
MI3PSB,0.9565012
HSTPTr,0.9402834
DAGLIPA160ex,0.93139994
Cobalt2abcppI,0.9506875
ASNS3,0.95802295
PSD_EC,0.9406302
ALAGLNNaEx,0.9582599
ALPATE160pp_1,0.8884535
IPCS126_SC,0.94862354
OA50PVL,0.934702
CPPPGOAN2,0.95023113
HMR_0345,0.95068395
LEUt2r,0.9582476
CYPHYS,0.9390294
G13MT_L,0.93225414
PAPA_LNA_GLNA_c,0.95361555
TS3,0.82006925
HMR_2289,0.9532718
PLDAGAT_HDE_HDE_LNA_PE_11_c,0.9577672
PLDPE_STC_STC_c,0.9549315
C04717td,0.9455359
ALATHRtr,0.91666555
PCt,0.9579736
PI345P3P_16_0_16_0,0.95131403
TAM3,0.9481493
r1378,0.9385804
ACRNte,0.9296074
OA43LVL,0.89498264
ACOADAGAT_HDE_EPA_LNA_c,0.9580676
LPCAT_DHA_ARA_sn2_c,0.957849
LPCAT_EPA_HDE_sn2_c,0.9580312
PLDAGAT_MYRS_HDE_PALM_PE_16_c,0.9578641
IVCRNe,0.57925284
PLDPE_STC_LNA_c,0.9554299
FVStep,0.9507745
PLDAGAT_MYRS_EPA_HDE_PE_16_c,0.95791364
PLDAGAT_DHA_EPA_ARA_PE_14_c,0.9575879
PLA2PE_OLE_EPA_c,0.9578434
TXB2c,0.94054425
RE3637C,0.9161363
NO2t3,0.95374763
ADPTA,0.94257295
PYK5,0.9570943
3OAR141,0.9438715
HEPT1,0.94352305
LPLIPAL2G160,0.9522186
PLDAGAT_HDE_MYRS_LNA_PE_15_c,0.95781326
3KGK,0.93799925
MALtpp,0.9494688
LIPAMPL_1,0.9494296
GMHEPAT,0.9445498
LPCAT_EPA_HDDE_c,0.8888831
ECOAH38,0.92513245
RECOAH6,0.93173856
MG1A,0.944971
ECTOINEabc,0.86390114
AIRC1,0.9558568
PCRNte,0.9236863
SPRMt2i,0.95436054
16M3OP,0.9269548
ACGAtex_1,0.9361735
RSVtu,0.94632125
THRt2r,0.95829064
ERGSTAT_SC,0.94891554
LPLIPA5,0.9425252
ADPRIBt,0.9372446
PI45P5P_16_0_18_1,0.9547679
DGUO,0.9494446
PLDAGAT_EPA_EPA_ARA_PC_1_c,0.9577612
PHAP2C80,0.946464
PSP_D,0.94378006
OA6_14PL,0.93816596
RNDR1c,0.9557305
PHEtec,0.95830137
GALCTD_1,0.930576
DROPPRy,0.952058
GCCb,0.9302545
HYXNt,0.9446092
MGDG161,0.95476043
CE2049te,0.9034624
ACOADAGAT1819Z18111Z18111Z,0.95553136
TDSR2,0.8039923
ASPHISPROr,0.9456155
ACOADAGAT_MYRS_HDE_PALM_c,0.9580307
CE1243ATP,0.93677515
G16MTM2,0.94094104
ANDO2,0.95495987
HMGCOAR,0.95556283
VITD3t,0.93540436
ARACHFATPc,0.9549167
DLNLCGCPT1,0.9224013
FACOAE1819Z,0.9578675
RE2493C,0.9217973
PLDAGAT_PALM_MYRS_PALM_PC_1_c,0.9577531
FACOAE70,0.9513033
SPRMabc,0.9543673
3DHLCAt,0.9512399
FNA5MOXAMte,0.7733142
PLDAGAT_HDE_EPA_PALM_PC_2_c,0.95795196
FAD_23,0.94378996
QUIN_Et,0.8097773
3OAR40,0.94668734
VALLYSTYRt,0.8471585
GLS2e,0.9429625
IPDPUDCT,0.95567465
PE1801819Zt,0.9360301
PHDA,0.44019017
RE3169C,0.93976694
RTOT_3_cho,0.9468977
COAO,0.9536404
N2trpp,0.9212154
AMPEP4,0.9497805
PSSA2_hs_18_1_18_1,0.93080777
2AACLPPEAT180,0.9537962
R05224,0.9563871
PLDAGAT_HDE_PALM_EPA_PE_14_c,0.95766914
PROPHEr,0.94270295
r0512,0.95746416
BILDGLCURte,0.95651436
DAGAH_EPA_OLE_c,0.95629585
CO23OC,0.9544657
RE3596C,0.8831556
KAS12,0.9528109
DGGGPS2,0.9021146
DHSKDH,0.9498526
CDIPT_HDE_LNA_c,0.944712
ETHAPT_DHA_GLNA_c,0.95572245
RE2141C,0.7752633
LCTSt,0.90671766
GLYOX_1,0.95522135
LPS53TVL,0.66663575
DKMPPD3,0.9571366
ACOAD33f,0.93386257
RE1804C,0.9481143
YVITEt,0.7937713
r1810,0.95819324
GTPC,0.9476994
PLDAGAT_PALM_PALM_LNA_PC_5_c,0.95792145
HMR_1317,0.95225275
OPHBDC6,0.9161771
PLDAGAT_HDE_ARA_HDE_PE_13_c,0.9578758
PHAPC121,0.9481986
QUEA3,0.9254697
AOXSr2,0.9392574
VD3,0.9440391
SPMDAT3,0.92169946
PCD6DS_DHA_STA_sn2_c,0.95489615
G3PIt,0.6176785
HMR_0388,0.9495234
TSACMSULtev,0.8988385
r1392,0.9363895
ECHA191,0.9246721
LCAT52e,0.9385384
PGLCNDH_1,0.9191335
LYSTYRILEt,0.90403223
PGSA184_6_9_12_15,0.9303064
PAILPALM_HSSECt,0.9022092
C8STI,0.9540662
LCAT36e,0.9525644
ELAIDCRNte,0.93370694
HC00342te,0.7297999
PIPLC_18_2_18_1,0.95319295
r2021,0.95823556
PLDAGAT_LNA_EPA_LNA_PE_15_c,0.95778525
RTOT5_cho,0.83592534
HACD15i,0.94246125
PLDAGAT1601819Z18111Z2,0.9551512
VALPHELAT2tc,0.9582429
ASQDCADS1829Z12Z160,0.93272275
FERCYT,0.9420238
PLDAGAT_HDE_MYRS_HDE_PE_10_c,0.9579047
RE3587C,0.82755876
S7PI_1,0.80245525
PLA2PA_EPA_STC_c,0.956863
IPC226PLC_SC,0.95201933
LNSTLS,0.94762826
ECOAH12,0.9426107
MTHBMT_c,0.9392922
PLA2PC_DHA_EPA_c,0.9579384
RE3014C,0.9484558
NTP4,0.95776284
MK8t,0.8916402
GGGT_PALM_PALM_4_c,0.95694757
GMAND,0.9565678
PIP4K_HDE_HDE_c,0.9495783
1AGPEAT1801829Z12Z,0.9564955
RE1630C,0.94353145
VACOAI,0.9482877
PIK4_18_2_18_1,0.9529449
ACTNMO,0.9529401
CLBptspp,0.93759584
ILEt2r,0.958267
RE1629C,0.88718545
r1904,0.95823425
HPDCACRNCPT1,0.90707856
HMR_6545,0.95610523
ACOADAGAT_HDE_PALM_EPA_c,0.9579854
ASPte,0.9578616
r1887,0.9582554
IND3ACt2r,0.94934696
DVALtex,0.588806
THYMt3r,0.9472747
HMR_8374,0.9187512
PLDAGAT_MYRS_EPA_LNA_PE_14_c,0.95781916
ACOADAGAT1801819Z1835Z9Z12Z,0.95076
DAGK_hs_18_0_18_2,0.9543343
CYNL,0.91128767
DPCOAK_1,0.9545529
ACTLMO,0.9560553
NAt3_0_5,0.9583398
r1741,0.9582643
CDIPTr_18_0_18_1,0.9429247
PAPA183_9_12_15,0.9503182
3SALACBOXL,0.95581317
LPEAT_MYRS_STC_sn2_c,0.9559584
PEDH203_HSPLA2,0.9532182
PLDAGAT_PALM_ARA_PALM_PC_2_c,0.95772547
AAPT,0.94678855
HACD32i,0.9357008
PLDAGAT_OLE_HDE_HDE_PC_2_c,0.95785177
RADH,0.9568184
r1769,0.9582312
4HATVLACthc,0.948723
LPS55TL,0.76136637
PLDAGAT_MYRS_EPA_PALM_PC_5_c,0.9579804
OA48F,0.9261872
PSSA1_hs_16_0_20_4,0.94023293
HMR_1766,0.9502222
MOPSabc,0.8387042
TYMSULT,0.93137795
CDPGt,0.83362705
PCW3DS_PALM_ALNA_sn2_c,0.9567657
EAR220_c,0.9351634
LPCAT_DHA_DPA_sn2_c,0.9496672
THRATB0tc,0.9581626
AGPAT1_16_0_18_2,0.95458615
NTPP11_1,0.9118163
PLDAGAT_HDE_EPA_DHA_PE_15_c,0.9576192
STACPSI,0.9249977
GLYLYSCYSt,0.8848779
KAS_HP2,0.9542621
LNLCt,0.9562711
